Letra	Condición	Definición	Respuesta	Tema	Nivel	Idioma
F	Empieza por	Faraón egipcio del siglo XIV a.C. que intentó imponer el monoteísmo adorando al dios Atón.	Faraón Akenatón	Historia	Difícil	ES
F	Empieza por	Batalla naval de 1571 en la que la Liga Santa cristiana derrotó a la flota otomana.	Flota de Lepanto	Historia	Difícil	ES
G	Empieza por	Civilización del Mediterráneo oriental que fue la cuna de la democracia y la filosofía occidental.	Grecia	Historia	Fácil	ES
G	Empieza por	Máquina de decapitación usada en la Revolución Francesa para ejecutar a los condenados.	Guillotina	Historia	Fácil	ES
G	Empieza por	Conquistador mongol del siglo XII que creó el mayor imperio terrestre de la historia.	Gengis Kan	Historia	Fácil	ES
G	Empieza por	Período de tensión entre EEUU y la URSS tras la Segunda Guerra Mundial sin conflicto armado directo.	Guerra Fría	Historia	Medio	ES
G	Empieza por	Ciudad vasca bombardeada por la aviación nazi en 1937, símbolo de la barbarie de la Guerra Civil española.	Guernica	Historia	Medio	ES
G	Empieza por	Guerreros profesionales del Imperio Romano que combatían entre sí en el anfiteatro.	Gladiadores	Historia	Medio	ES
G	Empieza por	Hermanos romanos del siglo II a.C. que intentaron reformas agrarias y fueron asesinados por el Senado.	Gracos	Historia	Difícil	ES
G	Empieza por	Conflicto de 431 a 404 a.C. entre Atenas y Esparta que debilitó a toda Grecia.	Guerra del Peloponeso	Historia	Difícil	ES
G	Empieza por	Conflictos entre Roma y Cartago en los siglos III y II a.C. que decidieron el dominio del Mediterráneo.	Guerras Púnicas	Historia	Difícil	ES
H	Empieza por	Líder del Partido Nazi que desencadenó la Segunda Guerra Mundial y el Holocausto.	Hitler	Historia	Fácil	ES
H	Empieza por	Genocidio sistemático de seis millones de judíos llevado a cabo por la Alemania nazi.	Holocausto	Historia	Fácil	ES
H	Empieza por	Ciudad japonesa sobre la que cayó la primera bomba atómica de la historia el 6 de agosto de 1945.	Hiroshima	Historia	Fácil	ES
H	Empieza por	Conquistador español que sometió el Imperio Azteca entre 1519 y 1521.	Hernán Cortés	Historia	Medio	ES
H	Empieza por	Provincia romana que ocupaba el territorio de la actual España y Portugal.	Hispania	Historia	Medio	ES
H	Empieza por	Rey babilónico del siglo XVIII a.C. conocido por uno de los códigos de leyes más antiguos del mundo.	Hammurabi	Historia	Medio	ES
H	Empieza por	Historiador griego del siglo V a.C. considerado el padre de la historia.	Heródoto	Historia	Difícil	ES
H	Empieza por	Movimiento protestante del siglo XVI de seguidores de Calvino que se extendió por Francia y Suiza.	Hugonotes	Historia	Difícil	ES
H	Empieza por	Joven emperador romano del siglo III conocido por su extrema depravación y sus excentricidades religiosas.	Heliogábalo	Historia	Difícil	ES
I	Empieza por	Estado creado en Roma que se extendió por toda la cuenca del Mediterráneo.	Imperio Romano	Historia	Fácil	ES
I	Empieza por	Tribunal eclesiástico creado en la Edad Media para perseguir y juzgar la herejía.	Inquisición	Historia	Fácil	ES
I	Empieza por	Reina de Castilla que junto a Fernando de Aragón financió el viaje de Colón a América.	Isabel la Católica	Historia	Fácil	ES
I	Empieza por	Política de dominación de las potencias europeas sobre pueblos de África y Asia en el siglo XIX.	Imperialismo	Historia	Medio	ES
I	Empieza por	Movimiento intelectual europeo del siglo XVIII que defendió la razón frente a la superstición.	Ilustración	Historia	Medio	ES
I	Empieza por	Proceso que, desde el siglo XVIII, transformó la producción artesanal en producción mecanizada y fabril.	Industrialización	Historia	Medio	ES
I	Empieza por	Período histórico en el que el hombre comenzó a fabricar herramientas con ese metal, hacia el año 1200 a.C.	Edad del Hierro	Historia	Difícil	ES
I	Empieza por	Rebelión de esclavos en la isla de Cuba contra el dominio colonial español a mediados del siglo XIX.	Independencia cubana	Historia	Difícil	ES
I	Empieza por	Institución del Imperio Romano encargada de administrar las provincias conquistadas.	Instituciones romanas	Historia	Difícil	ES
J	Empieza por	Heroína francesa del siglo XV que lideró al ejército y fue quemada en la hoguera por los ingleses.	Juana de Arco	Historia	Fácil	ES
J	Empieza por	Dictador romano del siglo I a.C. que cruzó el Rubicón e instauró una dictadura en Roma.	Julio César	Historia	Fácil	ES
J	Empieza por	Proceso legal celebrado en 1945 contra los líderes del régimen nazi por crímenes de guerra.	Juicios de Núremberg	Historia	Fácil	ES
J	Empieza por	Emperador del Imperio Bizantino del siglo VI que reconquistó parte de Occidente y codificó el derecho romano.	Justiniano	Historia	Medio	ES
J	Empieza por	Facción radical de la Revolución Francesa que impulsó el período de ejecuciones masivas conocido como el Terror.	Jacobinos	Historia	Medio	ES
J	Empieza por	Primera esposa de Napoleón Bonaparte, repudiada por no darle un heredero.	Josefina	Historia	Medio	ES
J	Empieza por	Historiador judío del siglo I que escribió sobre la historia de Israel y la guerra romano-judía.	Josefo	Historia	Difícil	ES
J	Empieza por	Emperador romano del siglo IV que intentó restaurar la religión pagana después de Constantino.	Juliano el Apóstata	Historia	Difícil	ES
J	Empieza por	Movimiento político surgido en Europa en el siglo XIX que defendía la creación de un Estado judío.	Judaísmo político	Historia	Difícil	ES
K	Empieza por	Conqusitador mongol fundador del mayor imperio terrestre continuo que ha existido.	Khan	Historia	Fácil	ES
K	Empieza por	Presidente americano asesinado en Dallas en 1963 cuya muerte conmocionó al mundo.	Kennedy	Historia	Fácil	ES
K	Empieza por	Palacio fortaleza en el centro de Moscú, sede del poder político ruso desde el siglo XV.	Kremlin	Historia	Medio	ES
K	Empieza por	Título del emperador alemán o austriaco, equivalente al César latino.	Kaiser	Historia	Medio	ES
K	Empieza por	Líder del gobierno provisional ruso de 1917, derrocado por los bolcheviques de Lenin.	Kerenski	Historia	Difícil	ES
K	Empieza por	Tratado de 1878 que reorganizó los Balcanes tras la guerra ruso-turca y creó nuevos estados.	Kuchuk Kainarji	Historia	Difícil	ES
L	Empieza por	Líder bolchevique que dirigió la Revolución Rusa de 1917 y fundó la Unión Soviética.	Lenin	Historia	Fácil	ES
L	Empieza por	Rey de Francia guillotinado en 1793 durante la Revolución Francesa.	Luis XVI	Historia	Fácil	ES
L	Empieza por	Batalla naval de 1571 en que la flota cristiana derrotó al Imperio Otomano en el Mediterráneo.	Lepanto	Historia	Fácil	ES
L	Empieza por	Monje alemán que en 1517 publicó sus noventa y cinco tesis iniciando la Reforma Protestante.	Lutero	Historia	Medio	ES
L	Empieza por	Rey espartano que con trescientos guerreros resistió al ejército persa en las Termópilas.	Leónidas	Historia	Medio	ES
L	Empieza por	Organización internacional creada tras la Primera Guerra Mundial como antecesora de la ONU.	Liga de Naciones	Historia	Medio	ES
L	Empieza por	Legislador espartano del siglo IX a.C. que creó el severo sistema político y militar de Esparta.	Licurgo	Historia	Difícil	ES
L	Empieza por	Historiador romano del siglo I a.C. que escribió una monumental historia de Roma desde sus orígenes.	Livio	Historia	Difícil	ES
L	Empieza por	Acuerdos de 1925 que normalizaron las relaciones de Alemania con sus vecinos y la admitieron en la Liga de Naciones.	Locarno	Historia	Difícil	ES
M	Empieza por	Gran construcción defensiva china de miles de kilómetros levantada para protegerse de invasiones nómadas.	Muralla China	Historia	Fácil	ES
M	Empieza por	Último gran emperador azteca apresado por Hernán Cortés durante la conquista de México.	Moctezuma	Historia	Fácil	ES
M	Empieza por	Líder comunista chino que proclamó la República Popular China en 1949.	Mao Zedong	Historia	Fácil	ES
M	Empieza por	Documento firmado en 1215 por el rey Juan de Inglaterra que limitó el poder real y protegió derechos.	Magna Carta	Historia	Medio	ES
M	Empieza por	Civilización fluvial de Oriente Medio entre el Tigris y el Éufrates, cuna de la escritura.	Mesopotamia	Historia	Medio	ES
M	Empieza por	Dictador fascista italiano fundador del partido fascista, aliado de Hitler en la Segunda Guerra Mundial.	Mussolini	Historia	Medio	ES
M	Empieza por	Emperador romano del siglo II y filósofo estoico conocido por sus Meditaciones.	Marco Aurelio	Historia	Difícil	ES
M	Empieza por	Pensador florentino del siglo XVI que analizó el poder político en El Príncipe.	Maquiavelo	Historia	Difícil	ES
M	Empieza por	Batalla de 490 a.C. donde los atenienses derrotaron a los persas y un mensajero corrió hasta Atenas para anunciarlo.	Maratón	Historia	Difícil	ES
N	Empieza por	General y emperador francés que conquistó gran parte de Europa a principios del siglo XIX.	Napoleón	Historia	Fácil	ES
N	Empieza por	Reina del antiguo Egipto del siglo XIV a.C. cuyo busto es una de las obras más famosas del arte antiguo.	Nefertiti	Historia	Fácil	ES
N	Empieza por	Emperador romano del siglo I conocido por su crueldad, que mandó asesinar a su propia madre.	Nerón	Historia	Fácil	ES
N	Empieza por	Especie humana extinta que convivió con el Homo sapiens en Europa hace decenas de miles de años.	Neandertales	Historia	Medio	ES
N	Empieza por	Pogromo organizado por los nazis en noviembre de 1938 en que destruyeron sinagogas y negocios judíos.	Noche de los Cristales Rotos	Historia	Medio	ES
N	Empieza por	Ciudad alemana donde se celebraron los grandes actos del nazismo y los juicios a sus líderes tras la guerra.	Núremberg	Historia	Medio	ES
N	Empieza por	Proceso de unificación política italiana del siglo XIX impulsado por Cavour, Garibaldi y el rey Víctor Manuel.	Nación italiana	Historia	Difícil	ES
N	Empieza por	Historiador griego del siglo V a.C. discípulo de Sócrates que escribió sobre la expedición de los Diez Mil.	Nestorio	Historia	Difícil	ES
N	Empieza por	Alianza militar de países occidentales creada en 1949 para hacer frente a la amenaza soviética.	NATO	Historia	Difícil	ES
O	Empieza por	Juegos atléticos de la antigua Grecia celebrados cada cuatro años en honor a Zeus.	Olimpiadas	Historia	Fácil	ES
O	Empieza por	Imperio islámico que conquistó Constantinopla en 1453 y dominó el Mediterráneo oriental hasta el siglo XX.	Otomano	Historia	Fácil	ES
O	Empieza por	Pueblo germánico que fundó un reino en Italia tras la caída del Imperio Romano de Occidente.	Ostrogodos	Historia	Medio	ES
O	Empieza por	Práctica de la democracia ateniense por la que se podía desterrar a un ciudadano durante diez años.	Ostracismo	Historia	Medio	ES
O	Empieza por	Primer nombre de Augusto, antes de que el Senado le concediera ese título honorífico.	Octaviano	Historia	Difícil	ES
O	Empieza por	Califato islámico con capital en Damasco que se extendió desde España hasta Asia Central en el siglo VIII.	Omeya	Historia	Difícil	ES
P	Empieza por	Construcciones funerarias del antiguo Egipto que sirvieron de tumbas para los faraones.	Pirámides	Historia	Fácil	ES
P	Empieza por	Ciudad romana sepultada por la erupción del volcán Vesubio en el año 79 d.C.	Pompeya	Historia	Fácil	ES
P	Empieza por	Período anterior a la escritura en que los seres humanos fabricaban herramientas de piedra.	Prehistoria	Historia	Fácil	ES
P	Empieza por	Estadista ateniense del siglo V a.C. que impulsó la democracia y mandó construir el Partenón.	Pericles	Historia	Medio	ES
P	Empieza por	Discípulo de Sócrates y maestro de Aristóteles que escribió La República.	Platón	Historia	Medio	ES
P	Empieza por	Conflicto armado entre Atenas y Esparta del siglo V a.C. que agotó a las ciudades-estado griegas.	Peloponeso	Historia	Medio	ES
P	Empieza por	Rey del Epiro que venció a Roma en dos batallas pero a un coste tan alto que la victoria fue inútil.	Pirro	Historia	Difícil	ES
P	Empieza por	Período de paz y estabilidad en el Imperio Romano que duró aproximadamente dos siglos desde Augusto.	Pax Romana	Historia	Difícil	ES
P	Empieza por	Tratado de 1648 que puso fin a la Guerra de los Treinta Años y sentó las bases del Estado moderno.	Paz de Westfalia	Historia	Difícil	ES
Q	Empieza por	Conmemoración del quinto centenario del descubrimiento de América celebrado en España en 1992.	Quinto Centenario	Historia	Fácil	ES
Q	Empieza por	Una de las siete colinas de Roma donde hoy se encuentra el palacio presidencial de Italia.	Quirinal	Historia	Medio	ES
Q	Empieza por	Educador y retórico hispanorromano del siglo I autor del tratado sobre la formación del orador.	Quintiliano	Historia	Difícil	ES
R	Empieza por	Ciudad que fue capital del mayor imperio de la antigüedad y centro de la civilización occidental.	Roma	Historia	Fácil	ES
R	Empieza por	Período cultural de los siglos XIV al XVI caracterizado por el redescubrimiento de la cultura clásica.	Renacimiento	Historia	Fácil	ES
R	Empieza por	Proceso de recuperación de la península ibérica por los reinos cristianos frente al Islam, completado en 1492.	Reconquista	Historia	Fácil	ES
R	Empieza por	Transformación económica y social del siglo XIX impulsada por la máquina de vapor y la industria.	Revolución Industrial	Historia	Medio	ES
R	Empieza por	Abogado francés que lideró el Comité de Salvación Pública y fue guillotinado en 1794.	Robespierre	Historia	Medio	ES
R	Empieza por	Proceso iniciado por Lutero en el siglo XVI que dividió al cristianismo occidental en católicos y protestantes.	Reforma Protestante	Historia	Medio	ES
R	Empieza por	Sistema de gobierno de Roma anterior al Imperio donde el poder era compartido por dos cónsules elegidos.	República Romana	Historia	Difícil	ES
R	Empieza por	Líder bolchevique que encabezó la Revolución de Octubre de 1917 junto a Lenin.	Revolución Rusa	Historia	Difícil	ES
R	Empieza por	Proceso de división del Imperio Romano en Oriente y Occidente que culminó en el siglo IV.	Ruptura del Imperio	Historia	Difícil	ES
S	Empieza por	Filósofo griego del siglo V a.C. maestro de Platón que fue condenado a beber cicuta.	Sócrates	Historia	Fácil	ES
S	Empieza por	Dictador soviético que gobernó la URSS con mano de hierro desde 1924 hasta 1953.	Stalin	Historia	Fácil	ES
S	Empieza por	Conflicto armado de 1939 a 1945 que causó más de setenta millones de muertos en todo el mundo.	Segunda Guerra Mundial	Historia	Fácil	ES
S	Empieza por	Primera civilización de la historia, surgida en Mesopotamia hace más de cinco mil años.	Sumerios	Historia	Medio	ES
S	Empieza por	Monumento prehistórico de grandes piedras en Inglaterra cuya función exacta se desconoce.	Stonehenge	Historia	Medio	ES
S	Empieza por	Movimiento político y económico que defiende la propiedad colectiva de los medios de producción.	Socialismo	Historia	Medio	ES
S	Empieza por	Legislador ateniense del siglo VI a.C. que realizó reformas democráticas y abolió la esclavitud por deudas.	Solón	Historia	Difícil	ES
S	Empieza por	Batalla naval de 480 a.C. en la que la flota griega derrotó a la persa salvando a Grecia.	Salamina	Historia	Difícil	ES
S	Empieza por	Dictador romano del siglo I a.C. que fue el primero en marchar sobre Roma con su ejército tomando el poder por la fuerza.	Sila	Historia	Difícil	ES
T	Empieza por	Faraón egipcio cuya tumba fue descubierta intacta en 1922 por Howard Carter en el Valle de los Reyes.	Tutankamón	Historia	Fácil	ES
T	Empieza por	Ciudad de la antigüedad escenario de la guerra narrada por Homero en la Ilíada.	Troya	Historia	Fácil	ES
T	Empieza por	Acuerdo firmado en 1919 tras la Primera Guerra Mundial que impuso duras condiciones a Alemania.	Tratado de Versalles	Historia	Fácil	ES
T	Empieza por	Batalla naval de 1805 en la que Nelson derrotó a la flota franco-española pero murió en combate.	Trafalgar	Historia	Medio	ES
T	Empieza por	Nombre del estado alemán dominado por el partido nazi entre 1933 y 1945.	Tercer Reich	Historia	Medio	ES
T	Empieza por	Líder bolchevique desterrado por Stalin y asesinado en México en 1940.	Trotski	Historia	Medio	ES
T	Empieza por	Historiador griego del siglo V a.C. que escribió sobre la Guerra del Peloponeso con rigor científico.	Tucídides	Historia	Difícil	ES
T	Empieza por	Desfiladero del norte de Grecia donde trescientos espartanos resistieron al ejército persa.	Termópilas	Historia	Difícil	ES
T	Empieza por	Período de la Revolución Francesa entre 1793 y 1794 caracterizado por las ejecuciones masivas.	Terror	Historia	Difícil	ES
U	Empieza por	Estado socialista fundado en 1922 y disuelto en 1991, principal potencia comunista del mundo.	URSS	Historia	Fácil	ES
U	Empieza por	Organización de países europeos creada tras la Segunda Guerra Mundial para garantizar la paz.	Unión Europea	Historia	Fácil	ES
U	Empieza por	Exigencia diplomática austro-húngara a Serbia en 1914 cuyo rechazo desencadenó la Primera Guerra Mundial.	Ultimátum	Historia	Fácil	ES
U	Empieza por	Libro de Tomás Moro de 1516 que describe una sociedad ideal sin propiedad privada.	Utopía	Historia	Medio	ES
U	Empieza por	Tratado de 1713 que puso fin a la Guerra de Sucesión Española y reorganizó el mapa de Europa.	Utrecht	Historia	Medio	ES
U	Empieza por	Nombre del proceso político de fusión de los distintos estados alemanes en un solo país en el siglo XIX.	Unificación alemana	Historia	Medio	ES
U	Empieza por	Período de la prehistoria humana anterior al dominio de la metalurgia.	Utensilios de piedra	Historia	Difícil	ES
U	Empieza por	Antigua ciudad sumeria considerada una de las primeras del mundo, situada en la actual Iraq.	Ur	Historia	Difícil	ES
U	Empieza por	Alianza entre potencias que agrupó a los países que lucharon contra las Potencias Centrales en la Primera Guerra Mundial.	Unidos	Historia	Difícil	ES
V	Empieza por	Pueblo escandinavo que aterrorizó las costas de Europa entre los siglos VIII y XI.	Vikingos	Historia	Fácil	ES
V	Empieza por	Palacio construido por Luis XIV a las afueras de París, símbolo del absolutismo francés.	Versalles	Historia	Fácil	ES
V	Empieza por	Conflicto en el que EEUU intervino entre 1964 y 1975 y que acabó con su derrota y retirada.	Vietnam	Historia	Fácil	ES
V	Empieza por	Filósofo ilustrado francés del siglo XVIII que defendió la tolerancia religiosa y criticó al fanatismo.	Voltaire	Historia	Medio	ES
V	Empieza por	Caudillo lusitano del siglo II a.C. que resistió durante años la conquista romana de Hispania.	Viriato	Historia	Medio	ES
V	Empieza por	Debate celebrado en 1550 en esa ciudad castellana sobre la legitimidad de la conquista y el trato a los indígenas.	Valladolid	Historia	Medio	ES
V	Empieza por	Emperador romano que fundó la dinastía Flavia y financió la construcción del Coliseo de Roma.	Vespasiano	Historia	Difícil	ES
V	Empieza por	Filósofo napolitano del siglo XVIII que desarrolló una de las primeras filosofías de la historia.	Vico	Historia	Difícil	ES
V	Empieza por	Emperador romano del siglo III capturado vivo por el rey persa Sapor I, único en la historia de Roma.	Valeriano	Historia	Difícil	ES
W	Empieza por	General británico que derrotó a Napoleón en 1815 y fue posteriormente primer ministro del Reino Unido.	Wellington	Historia	Fácil	ES
W	Empieza por	Crisis económica de 1929 que comenzó con el hundimiento de la bolsa de valores de Nueva York.	Wall Street	Historia	Fácil	ES
W	Empieza por	República alemana de entreguerras que duró de 1919 a 1933 cuando Hitler tomó el poder.	Weimar	Historia	Fácil	ES
W	Empieza por	Escándalo político americano de 1972 que obligó al presidente Nixon a dimitir.	Watergate	Historia	Medio	ES
W	Empieza por	Acuerdos de paz de 1648 que pusieron fin a la Guerra de los Treinta Años y crearon el sistema de estados modernos.	Westfalia	Historia	Medio	ES
W	Empieza por	Presidente americano que lideró EEUU durante la Primera Guerra Mundial y propuso los Catorce Puntos de paz.	Wilson	Historia	Medio	ES
W	Empieza por	Político alemán de la República de Weimar que negoció los acuerdos de Locarno para pacificar Europa.	Wirth	Historia	Difícil	ES
W	Empieza por	Nombre del período de entreguerras en que Alemania vivió una crisis económica con hiperinflación galopante.	Weimar	Historia	Difícil	ES
X	Empieza por	Jardines flotantes aztecas sobre el lago Texcoco que asombraron a los conquistadores españoles.	Xochimilco	Historia	Fácil	ES
X	Empieza por	Señor tlaxcalteca que se opuso a la alianza con Hernán Cortés durante la conquista de México.	Xicoténcatl	Historia	Medio	ES
X	Empieza por	Dios azteca de la agricultura y la primavera al que se hacían sacrificios humanos.	Xipe Tótec	Historia	Difícil	ES
Y	Empieza por	Conferencia de 1945 en la que Churchill, Roosevelt y Stalin acordaron el orden mundial de la posguerra.	Yalta	Historia	Fácil	ES
Y	Empieza por	País balcánico surgido tras la Primera Guerra Mundial que se desintegró violentamente en los años noventa.	Yugoslavia	Historia	Medio	ES
Y	Empieza por	Nombre del período final del shogunato japonés en el siglo XIX que precedió a la modernización del país.	Yedo	Historia	Difícil	ES
Z	Empieza por	Título del emperador de Rusia hasta la Revolución de 1917.	Zar	Historia	Fácil	ES
Z	Empieza por	Líder campesino de la Revolución Mexicana que luchó con el lema Tierra y Libertad.	Zapata	Historia	Fácil	ES
Z	Empieza por	País del sur de África conocido por las ruinas de una gran civilización medieval de piedra.	Zimbabwe	Historia	Fácil	ES
Z	Empieza por	Profeta persa del siglo VI a.C. fundador de la primera religión monoteísta de la historia.	Zoroastro	Historia	Medio	ES
Z	Empieza por	Filósofo griego del siglo V a.C. conocido por sus paradojas sobre el movimiento y el infinito.	Zenón de Elea	Historia	Medio	ES
Z	Empieza por	Reina de Palmira del siglo III que creó un breve pero poderoso imperio desafiando a Roma.	Zenobia	Historia	Difícil	ES
Z	Empieza por	Nombre del período de máximo esplendor del Imperio Azteca bajo el gobierno de sus grandes tlatoanis.	Zenit azteca	Historia	Difícil	ES
